Scan,Time,Temperature[°C],Condutivity[mS/cm],Salinity[PSU],Density[kg/m3],Sound Speed[m/s],Conductance[S]
1861,2018-06-15 16:35:04.829152,21.31287,48.36386,34.28475,1023.91,1524.446,10.44426
1862,2018-06-15 16:35:05.843167,21.31609,48.36386,34.28218,1023.907,1524.451,10.44425
1863,2018-06-15 16:35:06.877106,21.31769,48.36386,34.2809,1023.906,1524.454,10.44425
1864,2018-06-15 16:35:07.911132,21.31287,48.36386,34.28475,1023.91,1524.446,10.44426
1865,2018-06-15 16:35:08.934055,21.30804,48.36386,34.28862,1023.914,1524.437,10.44426
1866,2018-06-15 16:35:09.978989,21.30483,48.36259,34.29017,1023.916,1524.43,10.44398
1867,2018-06-15 16:35:11.004999,21.31287,48.36386,34.28475,1023.91,1524.446,10.44426
1868,2018-06-15 16:35:12.034004,21.31447,48.36386,34.28347,1023.909,1524.449,10.44425
1869,2018-06-15 16:35:13.070969,21.31287,48.36386,34.28475,1023.91,1524.446,10.44426
1870,2018-06-15 16:35:14.104889,21.30804,48.36386,34.28862,1023.914,1524.437,10.44426
1871,2018-06-15 16:35:15.138957,21.31287,48.36386,34.28475,1023.91,1524.446,10.44426
1872,2018-06-15 16:35:16.175931,21.30965,48.36386,34.28732,1023.913,1524.44,10.44426
1873,2018-06-15 16:35:17.209870,21.30965,48.36386,34.28732,1023.913,1524.44,10.44426
1874,2018-06-15 16:35:18.242817,21.31287,48.36386,34.28475,1023.91,1524.446,10.44426
1875,2018-06-15 16:35:19.268816,21.31609,48.36386,34.28218,1023.907,1524.451,10.44425
1876,2018-06-15 16:35:20.283999,21.30644,48.36386,34.28989,1023.916,1524.434,10.44426
1877,2018-06-15 16:35:21.317704,21.31126,48.36386,34.28604,1023.911,1524.443,10.44426
1878,2018-06-15 16:35:22.357731,21.30644,48.36386,34.28989,1023.916,1524.434,10.44426
1879,2018-06-15 16:35:23.392754,21.31769,48.36386,34.2809,1023.906,1524.454,10.44425
1880,2018-06-15 16:35:24.426648,21.30644,48.36514,34.29091,1023.916,1524.435,10.44453
1881,2018-06-15 16:35:25.462637,21.31126,48.36386,34.28604,1023.911,1524.443,10.44426
1882,2018-06-15 16:35:26.473610,21.31447,48.36386,34.28347,1023.909,1524.449,10.44425
1883,2018-06-15 16:35:27.488709,21.31126,48.36386,34.28604,1023.911,1524.443,10.44426
1884,2018-06-15 16:35:28.502684,21.31287,48.36386,34.28475,1023.91,1524.446,10.44426
1885,2018-06-15 16:35:29.537506,21.31287,48.36514,34.28577,1023.911,1524.447,10.44453
1886,2018-06-15 16:35:30.570528,21.31609,48.36386,34.28218,1023.907,1524.451,10.44425
1887,2018-06-15 16:35:31.603514,21.31769,48.36386,34.2809,1023.906,1524.454,10.44425
1888,2018-06-15 16:35:32.639362,21.31287,48.36386,34.28475,1023.91,1524.446,10.44426
1889,2018-06-15 16:35:33.660483,21.31126,48.36514,34.28705,1023.912,1524.444,10.44453
1890,2018-06-15 16:35:34.693321,21.31447,48.36514,34.28448,1023.909,1524.45,10.44453
1891,2018-06-15 16:35:35.707341,21.30804,48.36514,34.28963,1023.915,1524.438,10.44453
1892,2018-06-15 16:35:36.721366,21.31609,48.36514,34.28319,1023.908,1524.453,10.44453
1893,2018-06-15 16:35:37.747378,21.31609,48.36514,34.28319,1023.908,1524.453,10.44453
1894,2018-06-15 16:35:38.762327,21.31126,48.36514,34.28705,1023.912,1524.444,10.44453
1895,2018-06-15 16:35:39.798308,21.31287,48.36514,34.28577,1023.911,1524.447,10.44453
1896,2018-06-15 16:35:40.812323,21.30483,48.36514,34.2922,1023.918,1524.432,10.44453
1897,2018-06-15 16:35:41.847341,21.31447,48.36514,34.28448,1023.909,1524.45,10.44453
1898,2018-06-15 16:35:42.881179,21.31609,48.36514,34.28319,1023.908,1524.453,10.44453
1899,2018-06-15 16:35:43.916122,21.31609,48.36514,34.28319,1023.908,1524.453,10.44453
1900,2018-06-15 16:35:44.928223,21.3193,48.36514,34.28062,1023.905,1524.458,10.44453
1901,2018-06-15 16:35:45.962201,21.31447,48.36514,34.28448,1023.909,1524.45,10.44453
1902,2018-06-15 16:35:47.001033,21.30965,48.36514,34.28834,1023.914,1524.441,10.44453
1903,2018-06-15 16:35:48.036011,21.30483,48.36514,34.2922,1023.918,1524.432,10.44453
1904,2018-06-15 16:35:49.069052,21.31126,48.36514,34.28705,1023.912,1524.444,10.44453
1905,2018-06-15 16:35:50.104013,21.31447,48.36514,34.28448,1023.909,1524.45,10.44453
1906,2018-06-15 16:35:51.137929,21.30804,48.36514,34.28963,1023.915,1524.438,10.44453
1907,2018-06-15 16:35:52.171009,21.30965,48.36514,34.28834,1023.914,1524.441,10.44453
1908,2018-06-15 16:35:53.204885,21.31287,48.36514,34.28577,1023.911,1524.447,10.44453
1909,2018-06-15 16:35:54.238987,21.31287,48.36514,34.28577,1023.911,1524.447,10.44453
1910,2018-06-15 16:35:55.271860,21.31447,48.36514,34.28448,1023.909,1524.45,10.44453
1911,2018-06-15 16:35:56.304792,21.31609,48.36514,34.28319,1023.908,1524.453,10.44453
1912,2018-06-15 16:35:57.314825,21.31609,48.36514,34.28319,1023.908,1524.453,10.44453
1913,2018-06-15 16:35:58.324829,21.31769,48.36514,34.28191,1023.907,1524.455,10.44453
1914,2018-06-15 16:35:59.358692,21.3193,48.36514,34.28062,1023.905,1524.458,10.44453
1915,2018-06-15 16:36:00.391763,21.31609,48.36514,34.28319,1023.908,1524.453,10.44453
1916,2018-06-15 16:36:01.417771,21.31126,48.36641,34.28806,1023.913,1524.445,10.44481
1917,2018-06-15 16:36:02.448712,21.31609,48.36514,34.28319,1023.908,1524.453,10.44453
1918,2018-06-15 16:36:03.483706,21.31769,48.36514,34.28191,1023.907,1524.455,10.44453
1919,2018-06-15 16:36:04.520706,21.31769,48.36641,34.28292,1023.907,1524.457,10.44481
1920,2018-06-15 16:36:05.554581,21.31447,48.36514,34.28448,1023.909,1524.45,10.44453
1921,2018-06-15 16:36:06.591517,21.32251,48.36514,34.27806,1023.902,1524.464,10.44453
1922,2018-06-15 16:36:07.627473,21.31769,48.36514,34.28191,1023.907,1524.455,10.44453
1923,2018-06-15 16:36:08.638579,21.31126,48.36641,34.28806,1023.913,1524.445,10.44481
1924,2018-06-15 16:36:09.653468,21.31769,48.36641,34.28292,1023.907,1524.457,10.44481
1925,2018-06-15 16:36:10.664513,21.30965,48.36514,34.28834,1023.914,1524.441,10.44453
1926,2018-06-15 16:36:11.679511,21.31609,48.36641,34.2842,1023.909,1524.454,10.44481
1927,2018-06-15 16:36:12.714324,21.31447,48.36514,34.28448,1023.909,1524.45,10.44453
1928,2018-06-15 16:36:13.725356,21.31287,48.36641,34.28677,1023.912,1524.448,10.44481
1929,2018-06-15 16:36:14.735302,21.30644,48.36514,34.29091,1023.916,1524.435,10.44453
1930,2018-06-15 16:36:15.746240,21.31126,48.36514,34.28705,1023.912,1524.444,10.44453
1931,2018-06-15 16:36:16.757221,21.3209,48.36514,34.27934,1023.904,1524.461,10.44453
1932,2018-06-15 16:36:17.768256,21.31287,48.36641,34.28677,1023.912,1524.448,10.44481
1933,2018-06-15 16:36:18.778259,21.31447,48.36641,34.2855,1023.91,1524.451,10.44481
1934,2018-06-15 16:36:19.789245,21.31769,48.36641,34.28292,1023.907,1524.457,10.44481
1935,2018-06-15 16:36:20.823316,21.30644,48.36641,34.29192,1023.917,1524.436,10.44481
1936,2018-06-15 16:36:21.857232,21.31447,48.36641,34.2855,1023.91,1524.451,10.44481
1937,2018-06-15 16:36:22.891187,21.31609,48.36641,34.2842,1023.909,1524.454,10.44481
1938,2018-06-15 16:36:23.925304,21.31126,48.36641,34.28806,1023.913,1524.445,10.44481
1939,2018-06-15 16:36:24.938162,21.31609,48.36641,34.2842,1023.909,1524.454,10.44481
1940,2018-06-15 16:36:25.953177,21.31609,48.36641,34.2842,1023.909,1524.454,10.44481
1941,2018-06-15 16:36:26.968096,21.30965,48.36641,34.28935,1023.914,1524.442,10.44481
1942,2018-06-15 16:36:28.004039,21.31126,48.36641,34.28806,1023.913,1524.445,10.44481
1943,2018-06-15 16:36:29.037995,21.31769,48.36641,34.28292,1023.907,1524.457,10.44481
1944,2018-06-15 16:36:30.072008,21.31126,48.36641,34.28806,1023.913,1524.445,10.44481
1945,2018-06-15 16:36:31.106088,21.31609,48.36641,34.2842,1023.909,1524.454,10.44481
1946,2018-06-15 16:36:32.138930,21.31126,48.36641,34.28806,1023.913,1524.445,10.44481
1947,2018-06-15 16:36:33.172926,21.31609,48.36641,34.2842,1023.909,1524.454,10.44481
1948,2018-06-15 16:36:34.206984,21.30965,48.36641,34.28935,1023.914,1524.442,10.44481
1949,2018-06-15 16:36:35.241890,21.3193,48.36768,34.28265,1023.907,1524.461,10.44508
1950,2018-06-15 16:36:36.256932,21.30804,48.36641,34.29063,1023.916,1524.439,10.44481
1951,2018-06-15 16:36:37.271834,21.31447,48.36768,34.28651,1023.911,1524.452,10.44508
1952,2018-06-15 16:36:38.286855,21.31769,48.36641,34.28292,1023.907,1524.457,10.44481
1953,2018-06-15 16:36:39.319765,21.3209,48.36641,34.28036,1023.904,1524.462,10.44481
1954,2018-06-15 16:36:40.353732,21.31769,48.36768,34.28393,1023.908,1524.458,10.44508
1955,2018-06-15 16:36:41.386716,21.30965,48.36768,34.29037,1023.915,1524.443,10.44508
1956,2018-06-15 16:36:42.420752,21.3209,48.36641,34.28036,1023.904,1524.462,10.44481
1957,2018-06-15 16:36:43.455757,21.31287,48.36768,34.28779,1023.912,1524.449,10.44508
1958,2018-06-15 16:36:44.490716,21.31609,48.36641,34.2842,1023.909,1524.454,10.44481
1959,2018-06-15 16:36:45.525677,21.3193,48.36641,34.28164,1023.906,1524.459,10.44481
1960,2018-06-15 16:36:46.557531,21.30804,48.36641,34.29063,1023.916,1524.439,10.44481
1961,2018-06-15 16:36:47.568549,21.3193,48.36768,34.28265,1023.907,1524.461,10.44508
1962,2018-06-15 16:36:48.583496,21.31609,48.36768,34.28522,1023.909,1524.455,10.44508
1963,2018-06-15 16:36:49.615375,21.31126,48.36768,34.28907,1023.914,1524.446,10.44508
1964,2018-06-15 16:36:50.626527,21.31287,48.36768,34.28779,1023.912,1524.449,10.44508
1965,2018-06-15 16:36:51.641449,21.31769,48.36768,34.28393,1023.908,1524.458,10.44508
1966,2018-06-15 16:36:52.656482,21.31126,48.36768,34.28907,1023.914,1524.446,10.44508
1967,2018-06-15 16:36:53.671418,21.3193,48.36768,34.28265,1023.907,1524.461,10.44508
1968,2018-06-15 16:36:54.704344,21.31609,48.36768,34.28522,1023.909,1524.455,10.44508
1969,2018-06-15 16:36:55.718291,21.3209,48.36768,34.28137,1023.905,1524.464,10.44508
1970,2018-06-15 16:36:56.729218,21.31769,48.36768,34.28393,1023.908,1524.458,10.44508
1971,2018-06-15 16:36:57.739266,21.3193,48.36768,34.28265,1023.907,1524.461,10.44508
1972,2018-06-15 16:36:58.750232,21.31609,48.36768,34.28522,1023.909,1524.455,10.44508
1973,2018-06-15 16:36:59.786178,21.30965,48.36768,34.29037,1023.915,1524.443,10.44508
1974,2018-06-15 16:37:00.798310,21.31769,48.36768,34.28393,1023.908,1524.458,10.44508
1975,2018-06-15 16:37:01.833145,21.31287,48.36768,34.28779,1023.912,1524.449,10.44508
1976,2018-06-15 16:37:02.868145,21.3193,48.36768,34.28265,1023.907,1524.461,10.44508
1977,2018-06-15 16:37:03.903202,21.32251,48.36768,34.28008,1023.904,1524.466,10.44508
1978,2018-06-15 16:37:04.918153,21.31287,48.36768,34.28779,1023.912,1524.449,10.44508
1979,2018-06-15 16:37:05.933103,21.30804,48.36896,34.29266,1023.917,1524.442,10.44536
1980,2018-06-15 16:37:06.969085,21.31126,48.36768,34.28907,1023.914,1524.446,10.44508
1981,2018-06-15 16:37:07.992047,21.31609,48.36768,34.28522,1023.909,1524.455,10.44508
1982,2018-06-15 16:37:09.008075,21.3209,48.36895,34.28238,1023.906,1524.465,10.44536
1983,2018-06-15 16:37:10.041961,21.31126,48.36768,34.28907,1023.914,1524.446,10.44508
1984,2018-06-15 16:37:11.076935,21.31447,48.36768,34.28651,1023.911,1524.452,10.44508
1985,2018-06-15 16:37:12.112023,21.31769,48.36768,34.28393,1023.908,1524.458,10.44508
1986,2018-06-15 16:37:13.147014,21.31609,48.36768,34.28522,1023.909,1524.455,10.44508
1987,2018-06-15 16:37:14.180923,21.3209,48.36895,34.28238,1023.906,1524.465,10.44536
1988,2018-06-15 16:37:15.193857,21.31287,48.36768,34.28779,1023.912,1524.449,10.44508
1989,2018-06-15 16:37:16.206834,21.3209,48.36768,34.28137,1023.905,1524.464,10.44508
1990,2018-06-15 16:37:17.221815,21.31609,48.36896,34.28623,1023.91,1524.456,10.44536
1991,2018-06-15 16:37:18.232846,21.31769,48.36895,34.28494,1023.909,1524.459,10.44536
1992,2018-06-15 16:37:19.267664,21.3209,48.36768,34.28137,1023.905,1524.464,10.44508
1993,2018-06-15 16:37:20.301769,21.31769,48.36895,34.28494,1023.909,1524.459,10.44536
1994,2018-06-15 16:37:21.334646,21.3209,48.36895,34.28238,1023.906,1524.465,10.44536
1995,2018-06-15 16:37:22.369650,21.31287,48.36768,34.28779,1023.912,1524.449,10.44508
1996,2018-06-15 16:37:23.401628,21.31769,48.36895,34.28494,1023.909,1524.459,10.44536
1997,2018-06-15 16:37:24.435674,21.3193,48.36768,34.28265,1023.907,1524.461,10.44508
1998,2018-06-15 16:37:25.469577,21.31287,48.36896,34.2888,1023.913,1524.45,10.44536
1999,2018-06-15 16:37:26.502617,21.31609,48.36768,34.28522,1023.909,1524.455,10.44508
2000,2018-06-15 16:37:27.535507,21.31609,48.36896,34.28623,1023.91,1524.456,10.44536
2001,2018-06-15 16:37:28.550540,21.31769,48.36768,34.28393,1023.908,1524.458,10.44508
2002,2018-06-15 16:37:29.584410,21.31126,48.36768,34.28907,1023.914,1524.446,10.44508
2003,2018-06-15 16:37:30.618527,21.31769,48.36895,34.28494,1023.909,1524.459,10.44536
2004,2018-06-15 16:37:31.651434,21.31126,48.36896,34.2901,1023.914,1524.447,10.44536
2005,2018-06-15 16:37:32.666374,21.31287,48.36896,34.2888,1023.913,1524.45,10.44536
2006,2018-06-15 16:37:33.678457,21.31287,48.36896,34.2888,1023.913,1524.45,10.44536
2007,2018-06-15 16:37:34.711324,21.31769,48.36768,34.28393,1023.908,1524.458,10.44508
2008,2018-06-15 16:37:35.726346,21.30965,48.36896,34.29138,1023.916,1524.444,10.44536
2009,2018-06-15 16:37:36.741346,21.31447,48.36896,34.28753,1023.912,1524.453,10.44536
2010,2018-06-15 16:37:37.756300,21.31126,48.36896,34.2901,1023.914,1524.447,10.44536
2011,2018-06-15 16:37:38.770255,21.31287,48.36896,34.2888,1023.913,1524.45,10.44536
2012,2018-06-15 16:37:39.805311,21.31609,48.36896,34.28623,1023.91,1524.456,10.44536
2013,2018-06-15 16:37:40.840237,21.31769,48.36768,34.28393,1023.908,1524.458,10.44508
2014,2018-06-15 16:37:41.876285,21.32572,48.36895,34.27853,1023.902,1524.473,10.44536
2015,2018-06-15 16:37:42.910197,21.3193,48.36895,34.28366,1023.907,1524.462,10.44536
2016,2018-06-15 16:37:43.946095,21.3193,48.36768,34.28265,1023.907,1524.461,10.44508
2017,2018-06-15 16:37:44.982116,21.3193,48.36895,34.28366,1023.907,1524.462,10.44536
2018,2018-06-15 16:37:46.017118,21.31447,48.36896,34.28753,1023.912,1524.453,10.44536
2019,2018-06-15 16:37:47.052091,21.31769,48.36895,34.28494,1023.909,1524.459,10.44536
2020,2018-06-15 16:37:48.086966,21.31447,48.36768,34.28651,1023.911,1524.452,10.44508
2021,2018-06-15 16:37:49.098017,21.3193,48.36768,34.28265,1023.907,1524.461,10.44508
2022,2018-06-15 16:37:50.132006,21.31287,48.36896,34.2888,1023.913,1524.45,10.44536
2023,2018-06-15 16:37:51.166972,21.31447,48.36896,34.28753,1023.912,1524.453,10.44536
2024,2018-06-15 16:37:52.199949,21.31287,48.36896,34.2888,1023.913,1524.45,10.44536
2025,2018-06-15 16:37:53.237894,21.3209,48.36895,34.28238,1023.906,1524.465,10.44536
2026,2018-06-15 16:37:54.259982,21.31126,48.36896,34.2901,1023.914,1524.447,10.44536
2027,2018-06-15 16:37:55.292779,21.32251,48.36895,34.28109,1023.905,1524.467,10.44536
2028,2018-06-15 16:37:56.327828,21.3193,48.36895,34.28366,1023.907,1524.462,10.44536
2029,2018-06-15 16:37:57.361872,21.30965,48.36896,34.29138,1023.916,1524.444,10.44536
2030,2018-06-15 16:37:58.397746,21.3209,48.36895,34.28238,1023.906,1524.465,10.44536
2031,2018-06-15 16:37:59.432734,21.31769,48.36895,34.28494,1023.909,1524.459,10.44536
2032,2018-06-15 16:38:00.466717,21.3209,48.36895,34.28238,1023.906,1524.465,10.44536
2033,2018-06-15 16:38:01.500712,21.31609,48.36896,34.28623,1023.91,1524.456,10.44536
2034,2018-06-15 16:38:02.534647,21.31609,48.36896,34.28623,1023.91,1524.456,10.44536
2035,2018-06-15 16:38:03.567671,21.3193,48.36895,34.28366,1023.907,1524.462,10.44536
2036,2018-06-15 16:38:04.583629,21.31447,48.36896,34.28753,1023.912,1524.453,10.44536
2037,2018-06-15 16:38:05.616668,21.31287,48.36896,34.2888,1023.913,1524.45,10.44536
2038,2018-06-15 16:38:06.631516,21.32412,48.36895,34.27981,1023.903,1524.47,10.44536
2039,2018-06-15 16:38:07.646608,21.32251,48.36895,34.28109,1023.905,1524.467,10.44536
2040,2018-06-15 16:38:08.681525,21.3209,48.37023,34.28339,1023.907,1524.466,10.44563
2041,2018-06-15 16:38:09.717391,21.31769,48.36895,34.28494,1023.909,1524.459,10.44536
2042,2018-06-15 16:38:10.729508,21.31287,48.37023,34.28982,1023.914,1524.451,10.44563
2043,2018-06-15 16:38:11.762376,21.32251,48.37023,34.28211,1023.905,1524.469,10.44563
2044,2018-06-15 16:38:12.773371,21.31447,48.36896,34.28753,1023.912,1524.453,10.44536
2045,2018-06-15 16:38:13.784319,21.32412,48.36895,34.27981,1023.903,1524.47,10.44536
2046,2018-06-15 16:38:14.794257,21.32733,48.37023,34.27825,1023.901,1524.477,10.44563
2047,2018-06-15 16:38:15.805395,21.32412,48.37023,34.28082,1023.904,1524.471,10.44563
2048,2018-06-15 16:38:16.840386,21.3209,48.37023,34.28339,1023.907,1524.466,10.44563
2049,2018-06-15 16:38:17.855300,21.31287,48.37023,34.28982,1023.914,1524.451,10.44563
2050,2018-06-15 16:38:18.883232,21.32894,48.37023,34.27697,1023.9,1524.48,10.44563
2051,2018-06-15 16:38:19.898246,21.32251,48.36895,34.28109,1023.905,1524.467,10.44536
2052,2018-06-15 16:38:20.931211,21.3209,48.36895,34.28238,1023.906,1524.465,10.44536
2053,2018-06-15 16:38:21.966215,21.31609,48.36896,34.28623,1023.91,1524.456,10.44536
2054,2018-06-15 16:38:23.001183,21.31769,48.36895,34.28494,1023.909,1524.459,10.44536
2055,2018-06-15 16:38:24.014114,21.32572,48.37023,34.27954,1023.902,1524.474,10.44563
2056,2018-06-15 16:38:25.049108,21.32572,48.37023,34.27954,1023.902,1524.474,10.44563
2057,2018-06-15 16:38:26.084075,21.32572,48.37023,34.27954,1023.902,1524.474,10.44563
2058,2018-06-15 16:38:27.119050,21.31609,48.36896,34.28623,1023.91,1524.456,10.44536
2059,2018-06-15 16:38:28.152049,21.31769,48.37023,34.28596,1023.91,1524.46,10.44563
2060,2018-06-15 16:38:29.185930,21.31447,48.37023,34.28854,1023.913,1524.454,10.44563
2061,2018-06-15 16:38:30.218937,21.32412,48.36895,34.27981,1023.903,1524.47,10.44536
2062,2018-06-15 16:38:31.252892,21.32412,48.37023,34.28082,1023.904,1524.471,10.44563
2063,2018-06-15 16:38:32.286897,21.32733,48.37023,34.27825,1023.901,1524.477,10.44563
2064,2018-06-15 16:38:33.313850,21.32251,48.36895,34.28109,1023.905,1524.467,10.44536
2065,2018-06-15 16:38:34.327830,21.3193,48.36895,34.28366,1023.907,1524.462,10.44536
2066,2018-06-15 16:38:35.342725,21.3209,48.37023,34.28339,1023.907,1524.466,10.44563
2067,2018-06-15 16:38:36.353801,21.32572,48.37023,34.27954,1023.902,1524.474,10.44563
2068,2018-06-15 16:38:37.387805,21.32572,48.37023,34.27954,1023.902,1524.474,10.44563
2069,2018-06-15 16:38:38.421785,21.3193,48.36895,34.28366,1023.907,1524.462,10.44536
2070,2018-06-15 16:38:39.455707,21.32733,48.37023,34.27825,1023.901,1524.477,10.44563
2071,2018-06-15 16:38:40.488698,21.3209,48.37023,34.28339,1023.907,1524.466,10.44563
2072,2018-06-15 16:38:41.499627,21.32572,48.37023,34.27954,1023.902,1524.474,10.44563
2073,2018-06-15 16:38:42.510602,21.33054,48.37023,34.27568,1023.898,1524.483,10.44563
2074,2018-06-15 16:38:43.544527,21.32412,48.37023,34.28082,1023.904,1524.471,10.44563
2075,2018-06-15 16:38:44.579609,21.3209,48.37023,34.28339,1023.907,1524.466,10.44563
2076,2018-06-15 16:38:45.614589,21.32412,48.37023,34.28082,1023.904,1524.471,10.44563
2077,2018-06-15 16:38:46.629593,21.3209,48.37023,34.28339,1023.907,1524.466,10.44563
2078,2018-06-15 16:38:47.644375,21.32251,48.37023,34.28211,1023.905,1524.469,10.44563
2079,2018-06-15 16:38:48.654527,21.32251,48.37023,34.28211,1023.905,1524.469,10.44563
2080,2018-06-15 16:38:49.689429,21.32733,48.37023,34.27825,1023.901,1524.477,10.44563
2081,2018-06-15 16:38:50.722509,21.32251,48.37023,34.28211,1023.905,1524.469,10.44563
2082,2018-06-15 16:38:51.757481,21.31447,48.37023,34.28854,1023.913,1524.454,10.44563
2083,2018-06-15 16:38:52.791443,21.32412,48.37023,34.28082,1023.904,1524.471,10.44563
2084,2018-06-15 16:38:53.825284,21.32412,48.37023,34.28082,1023.904,1524.471,10.44563
2085,2018-06-15 16:38:54.836316,21.3209,48.37023,34.28339,1023.907,1524.466,10.44563
2086,2018-06-15 16:38:55.870370,21.32894,48.37023,34.27697,1023.9,1524.48,10.44563
2087,2018-06-15 16:38:56.910349,21.32733,48.37023,34.27825,1023.901,1524.477,10.44563
2088,2018-06-15 16:38:57.943291,21.33215,48.37022,34.27439,1023.897,1524.486,10.44563
2089,2018-06-15 16:38:58.958296,21.3193,48.37023,34.28467,1023.908,1524.463,10.44563
2090,2018-06-15 16:38:59.993225,21.32572,48.37023,34.27954,1023.902,1524.474,10.44563
2091,2018-06-15 16:39:01.027227,21.31769,48.37151,34.28698,1023.91,1524.461,10.44591
2092,2018-06-15 16:39:02.061077,21.32572,48.37023,34.27954,1023.902,1524.474,10.44563
2093,2018-06-15 16:39:03.076114,21.3209,48.37023,34.28339,1023.907,1524.466,10.44563
2094,2018-06-15 16:39:04.110058,21.33215,48.37022,34.27439,1023.897,1524.486,10.44563
2095,2018-06-15 16:39:05.124073,21.32733,48.37023,34.27825,1023.901,1524.477,10.44563
2096,2018-06-15 16:39:06.139093,21.32251,48.3715,34.28312,1023.906,1524.47,10.44591
2097,2018-06-15 16:39:07.154021,21.32412,48.37023,34.28082,1023.904,1524.471,10.44563
2098,2018-06-15 16:39:08.190007,21.31609,48.37151,34.28827,1023.912,1524.458,10.44591
2099,2018-06-15 16:39:09.204013,21.32412,48.37023,34.28082,1023.904,1524.471,10.44563
2100,2018-06-15 16:39:10.217964,21.32572,48.37023,34.27954,1023.902,1524.474,10.44563
2101,2018-06-15 16:39:11.250964,21.32894,48.37023,34.27697,1023.9,1524.48,10.44563
2102,2018-06-15 16:39:12.285884,21.32412,48.3715,34.28183,1023.905,1524.473,10.44591
2103,2018-06-15 16:39:13.318958,21.32733,48.3715,34.27926,1023.902,1524.478,10.44591
